timestamp;status;request_time;upstream_response_time
1519327672.821;200;0.037;0.037
1519327672.828;200;0.038;0.038
1519327672.832;200;0.038;0.038
1519327672.869;200;0.033;0.033
1519327672.869;200;0.070;0.070
1519327672.876;200;0.036;0.036
1519327672.883;200;0.039;0.039
1519327672.897;200;0.028;0.028
1519327672.920;200;0.034;0.034
1519327672.937;200;0.037;0.037
1519327672.958;200;0.064;0.064
1519327672.960;200;0.070;0.070
1519327672.968;200;0.033;0.033
1519327672.999;200;0.039;0.039
1519327672.999;200;0.049;0.049
1519327673.008;200;0.050;0.050
1519327673.048;200;0.063;0.063
1519327673.069;200;0.070;0.070
1519327673.069;200;0.061;0.061
1519327673.069;200;0.070;0.070
1519327673.104;200;0.055;0.055
1519327673.104;200;0.035;0.035
1519327673.104;200;0.035;0.035
1519327673.116;200;0.047;0.047
1519327673.171;200;0.067;0.067
1519327673.171;200;0.067;0.067
1519327673.171;200;0.066;0.066
1519327673.181;200;0.065;0.065
1519327673.200;200;0.028;0.028
1519327673.212;200;0.041;0.041
1519327673.212;200;0.031;0.031
1519327673.221;200;0.049;0.049
1519327673.241;200;0.041;0.041
1519327673.242;200;0.030;0.030
1519327673.262;200;0.050;0.050
1519327673.262;200;0.041;0.041
1519327673.288;200;0.046;0.046
1519327673.288;200;0.046;0.046
1519327673.308;200;0.046;0.046
1519327673.309;200;0.047;0.047
1519327673.331;200;0.040;0.040
1519327673.390;200;0.101;0.101
1519327673.390;200;0.081;0.081
1519327673.390;200;0.081;0.081
1519327673.429;200;0.089;0.089
1519327673.470;200;0.080;0.080
1519327673.470;200;0.080;0.080
1519327673.470;200;0.080;0.080
1519327673.499;200;0.029;0.029
1519327673.499;200;0.070;0.070
1519327673.519;200;0.049;0.049
1519327673.519;200;0.049;0.049
1519327673.544;200;0.045;0.045
1519327673.544;200;0.045;0.045
1519327673.559;200;0.039;0.039
1519327673.560;200;0.040;0.040
1519327673.589;200;0.045;0.045
1519327673.589;200;0.045;0.045
1519327673.600;200;0.040;0.040
1519327673.601;200;0.041;0.041
1519327673.626;200;0.036;0.036
1519327673.626;200;0.037;0.037
1519327673.646;200;0.045;0.045
1519327673.647;200;0.046;0.046
1519327673.670;200;0.043;0.043
1519327673.709;200;0.082;0.082
1519327673.709;200;0.062;0.062
1519327673.709;200;0.062;0.062
1519327673.719;200;0.048;0.048
1519327673.759;200;0.050;0.050
1519327673.759;200;0.050;0.050
1519327673.760;200;0.051;0.051
1519327673.769;200;0.050;0.050
1519327673.789;200;0.029;0.029
1519327673.791;200;0.032;0.032
1519327673.809;200;0.049;0.049
1519327673.810;200;0.041;0.041
1519327673.836;200;0.026;0.026
1519327673.836;200;0.045;0.045
1519327673.856;200;0.065;0.065
1519327673.856;200;0.046;0.046
1519327673.878;200;0.034;0.034
1519327673.916;200;0.060;0.060
1519327673.916;200;0.060;0.060
1519327673.917;200;0.081;0.081
1519327673.956;200;0.039;0.039
1519327673.956;200;0.061;0.061
1519327673.957;200;0.040;0.040
1519327673.957;200;0.040;0.040
1519327674.012;200;0.055;0.055
1519327674.012;200;0.055;0.055
1519327674.012;200;0.055;0.055
1519327674.017;200;0.060;0.060
1519327674.041;200;0.029;0.029
1519327674.042;200;0.030;0.030
1519327674.061;200;0.049;0.049
1519327674.062;200;0.045;0.045
1519327674.088;200;0.044;0.044
1519327674.088;200;0.046;0.046
1519327674.108;200;0.046;0.046
1519327674.109;200;0.047;0.047
1519327674.138;200;0.029;0.029
1519327674.138;200;0.043;0.043
1519327674.158;200;0.049;0.049
1519327674.159;200;0.070;0.070
1519327674.225;200;0.080;0.080
1519327674.225;200;0.086;0.086
1519327674.225;200;0.066;0.066
1519327674.225;200;0.066;0.066
1519327674.254;200;0.028;0.028
1519327674.294;200;0.068;0.068
1519327674.294;200;0.068;0.068
1519327674.295;200;0.070;0.070
1519327674.304;200;0.050;0.050
1519327674.345;200;0.050;0.050
1519327674.345;200;0.050;0.050
1519327674.345;200;0.050;0.050
1519327674.345;200;0.041;0.041
1519327674.374;200;0.029;0.029
1519327674.434;200;0.089;0.089
1519327674.434;200;0.089;0.089
1519327674.435;200;0.090;0.090
1519327674.444;200;0.070;0.070
1519327674.464;200;0.029;0.029
1519327674.465;200;0.030;0.030
1519327674.485;200;0.050;0.050
