id,created_time,latency,service_time,done,times_forwarded
1605,20.062499999999396,0.06299999999999883,0.063,True,1
1608,20.099999999999394,0.03200000000000003,0.032,True,1
1607,20.087499999999395,0.045999999999999375,0.046,True,1
1609,20.112499999999393,0.02499999999999858,0.025,True,1
1606,20.074999999999395,0.06599999999999895,0.066,True,1
1610,20.124999999999392,0.04400000000000048,0.044,True,1
1611,20.13749999999939,0.04100000000000037,0.041,True,1
1612,20.14999999999939,0.03999999999999915,0.04,True,1
1613,20.16249999999939,0.04899999999999949,0.049,True,1
1615,20.18749999999939,0.03300000000000125,0.033,True,1
1614,20.17499999999939,0.05000000000000071,0.05,True,1
1616,20.199999999999388,0.027999999999998693,0.028,True,1
1617,20.212499999999388,0.04200000000000159,0.042,True,1
1618,20.224999999999387,0.038000000000000256,0.038,True,1
1619,20.237499999999386,0.03399999999999892,0.034,True,1
1620,20.249999999999385,0.030000000000001137,0.03,True,1
1621,20.262499999999385,0.04400000000000048,0.044,True,1
1622,20.274999999999384,0.03300000000000125,0.033,True,1
1623,20.287499999999383,0.04899999999999949,0.049,True,1
1627,20.33749999999938,0.027000000000001023,0.027,True,1
1626,20.32499999999938,0.03999999999999915,0.04,True,1
1624,20.299999999999383,0.06599999999999895,0.066,True,1
1625,20.312499999999382,0.07000000000000028,0.07,True,1
1629,20.36249999999938,0.03300000000000125,0.033,True,1
1628,20.34999999999938,0.05000000000000071,0.05,True,1
1630,20.37499999999938,0.028999999999999915,0.029,True,1
1631,20.387499999999378,0.027999999999998693,0.028,True,1
1632,20.399999999999377,0.027000000000001023,0.027,True,1
1633,20.412499999999376,0.030000000000001137,0.03,True,1
1634,20.424999999999375,0.03999999999999915,0.04,True,1
1636,20.449999999999374,0.04200000000000159,0.042,True,1
1638,20.474999999999373,0.030000000000001137,0.03,True,1
1635,20.437499999999375,0.06800000000000139,0.068,True,1
1637,20.462499999999373,0.045000000000001705,0.045,True,1
1639,20.487499999999372,0.03300000000000125,0.033,True,1
1641,20.51249999999937,0.03300000000000125,0.033,True,1
1640,20.49999999999937,0.06500000000000128,0.065,True,1
1642,20.52499999999937,0.047999999999998266,0.048,True,1
1643,20.53749999999937,0.038000000000000256,0.038,True,1
1645,20.562499999999368,0.030000000000001137,0.03,True,1
1644,20.54999999999937,0.04299999999999926,0.043,True,1
1646,20.574999999999367,0.027000000000001023,0.027,True,1
1648,20.599999999999365,0.02400000000000091,0.024,True,1
1647,20.587499999999366,0.05000000000000071,0.05,True,1
1649,20.612499999999365,0.03999999999999915,0.04,True,1
1650,20.624999999999364,0.03399999999999892,0.034,True,1
1651,20.637499999999363,0.04299999999999926,0.043,True,1
1652,20.649999999999363,0.03200000000000003,0.032,True,1
1655,20.68749999999936,0.027000000000001023,0.027,True,1
1653,20.662499999999362,0.05699999999999861,0.057,True,1
1656,20.69999999999936,0.036000000000001364,0.036,True,1
1654,20.67499999999936,0.06800000000000139,0.068,True,1
1657,20.71249999999936,0.03399999999999892,0.034,True,1
1658,20.72499999999936,0.03200000000000003,0.032,True,1
1659,20.737499999999358,0.03900000000000148,0.039,True,1
1660,20.749999999999357,0.03999999999999915,0.04,True,1
1662,20.774999999999356,0.04100000000000037,0.041,True,1
1661,20.762499999999356,0.05999999999999872,0.06,True,1
1665,20.812499999999353,0.027999999999998693,0.028,True,1
1664,20.799999999999354,0.04400000000000048,0.044,True,1
1663,20.787499999999355,0.06299999999999883,0.063,True,1
1666,20.824999999999353,0.027999999999998693,0.028,True,1
1667,20.837499999999352,0.030999999999998806,0.031,True,1
1669,20.86249999999935,0.022999999999999687,0.023,True,1
1668,20.84999999999935,0.045999999999999375,0.046,True,1
1670,20.87499999999935,0.03200000000000003,0.032,True,1
1671,20.88749999999935,0.04299999999999926,0.043,True,1
1672,20.89999999999935,0.04299999999999926,0.043,True,1
1673,20.912499999999348,0.0470000000000006,0.047,True,1
1675,20.937499999999346,0.045000000000001705,0.045,True,1
1677,20.962499999999345,0.027999999999998693,0.028,True,1
1674,20.924999999999347,0.06599999999999895,0.066,True,1
1676,20.949999999999346,0.047999999999998266,0.048,True,1
1678,20.974999999999344,0.045999999999999375,0.046,True,1
1679,20.987499999999343,0.03399999999999892,0.034,True,1
1681,21.012499999999342,0.03200000000000003,0.032,True,1
1682,21.02499999999934,0.03300000000000125,0.033,True,1
1680,20.999999999999343,0.05900000000000105,0.059,True,1
1684,21.04999999999934,0.047999999999998266,0.048,True,1
1683,21.03749999999934,0.07000000000000028,0.07,True,1
1685,21.06249999999934,0.0470000000000006,0.047,True,1
1688,21.099999999999337,0.027999999999998693,0.028,True,1
1686,21.07499999999934,0.054999999999999716,0.055,True,1
1687,21.087499999999338,0.04899999999999949,0.049,True,1
1689,21.112499999999336,0.03200000000000003,0.032,True,1
1690,21.124999999999336,0.02400000000000091,0.024,True,1
1691,21.137499999999335,0.02400000000000091,0.024,True,1
1692,21.149999999999334,0.03500000000000014,0.035,True,1
1694,21.174999999999333,0.030000000000001137,0.03,True,1
1693,21.162499999999334,0.047999999999998266,0.048,True,1
1695,21.187499999999332,0.045000000000001705,0.045,True,1
1697,21.21249999999933,0.03399999999999892,0.034,True,1
1696,21.19999999999933,0.054999999999999716,0.055,True,1
1698,21.22499999999933,0.04400000000000048,0.044,True,1
1699,21.23749999999933,0.03500000000000014,0.035,True,1
1700,21.24999999999933,0.045000000000001705,0.045,True,1
1702,21.274999999999327,0.027999999999998693,0.028,True,1
1701,21.262499999999328,0.04299999999999926,0.043,True,1
1703,21.287499999999326,0.03399999999999892,0.034,True,1
1704,21.299999999999326,0.030999999999998806,0.031,True,1
1705,21.312499999999325,0.030000000000001137,0.03,True,1
1706,21.324999999999324,0.03399999999999892,0.034,True,1
1707,21.337499999999324,0.03399999999999892,0.034,True,1
1708,21.349999999999323,0.04899999999999949,0.049,True,1
1709,21.362499999999322,0.05099999999999838,0.051,True,1
1711,21.38749999999932,0.030000000000001137,0.03,True,1
1710,21.37499999999932,0.04400000000000048,0.044,True,1
1712,21.39999999999932,0.04200000000000159,0.042,True,1
1713,21.41249999999932,0.04299999999999926,0.043,True,1
1714,21.42499999999932,0.04100000000000037,0.041,True,1
1715,21.437499999999318,0.036000000000001364,0.036,True,1
1716,21.449999999999317,0.0519999999999996,0.052,True,1
1718,21.474999999999316,0.028999999999999915,0.029,True,1
1717,21.462499999999316,0.04400000000000048,0.044,True,1
1719,21.487499999999315,0.03300000000000125,0.033,True,1
1720,21.499999999999314,0.03500000000000014,0.035,True,1
1721,21.512499999999314,0.04100000000000037,0.041,True,1
1722,21.524999999999313,0.036000000000001364,0.036,True,1
1724,21.54999999999931,0.03300000000000125,0.033,True,1
1723,21.537499999999312,0.045999999999999375,0.046,True,1
1725,21.56249999999931,0.022999999999999687,0.023,True,1
1726,21.57499999999931,0.02400000000000091,0.024,True,1
1727,21.58749999999931,0.027000000000001023,0.027,True,1
1728,21.59999999999931,0.03999999999999915,0.04,True,1
1729,21.612499999999308,0.027999999999998693,0.028,True,1
1731,21.637499999999307,0.028999999999999915,0.029,True,1
1730,21.624999999999307,0.04299999999999926,0.043,True,1
1732,21.649999999999306,0.0470000000000006,0.047,True,1
1733,21.662499999999305,0.036999999999999034,0.037,True,1
1734,21.674999999999304,0.036999999999999034,0.037,True,1
1736,21.699999999999303,0.03500000000000014,0.035,True,1
1735,21.687499999999304,0.05600000000000094,0.056,True,1
1737,21.712499999999302,0.03399999999999892,0.034,True,1
1738,21.7249999999993,0.036000000000001364,0.036,True,1
1739,21.7374999999993,0.027000000000001023,0.027,True,1
1740,21.7499999999993,0.045999999999999375,0.046,True,1
1742,21.7749999999993,0.027000000000001023,0.027,True,1
1741,21.7624999999993,0.047999999999998266,0.048,True,1
1743,21.787499999999298,0.047999999999998266,0.048,True,1
1744,21.799999999999297,0.04400000000000048,0.044,True,1
1746,21.824999999999296,0.022999999999999687,0.023,True,1
1745,21.812499999999297,0.045000000000001705,0.045,True,1
1748,21.849999999999294,0.030000000000001137,0.03,True,1
1747,21.837499999999295,0.04299999999999926,0.043,True,1
1749,21.862499999999294,0.03399999999999892,0.034,True,1
1750,21.874999999999293,0.03500000000000014,0.035,True,1
1751,21.887499999999292,0.04200000000000159,0.042,True,1
1754,21.92499999999929,0.027000000000001023,0.027,True,1
1752,21.89999999999929,0.05999999999999872,0.06,True,1
1753,21.91249999999929,0.047999999999998266,0.048,True,1
1756,21.94999999999929,0.027999999999998693,0.028,True,1
1758,21.974999999999287,0.030999999999998806,0.031,True,1
1755,21.93749999999929,0.07600000000000051,0.076,True,1
1759,21.987499999999287,0.027000000000001023,0.027,True,1
1757,21.962499999999288,0.05600000000000094,0.056,True,1
1760,21.999999999999286,0.04200000000000159,0.042,True,1
1762,22.024999999999284,0.04899999999999949,0.049,True,1
1761,22.012499999999285,0.07000000000000028,0.07,True,1
1764,22.049999999999283,0.04400000000000048,0.044,True,1
1763,22.037499999999284,0.05799999999999983,0.058,True,1
1765,22.062499999999282,0.047999999999998266,0.048,True,1
1766,22.07499999999928,0.047999999999998266,0.048,True,1
1767,22.08749999999928,0.03999999999999915,0.04,True,1
1768,22.09999999999928,0.03999999999999915,0.04,True,1
1769,22.11249999999928,0.030000000000001137,0.03,True,1
1770,22.12499999999928,0.03999999999999915,0.04,True,1
1772,22.149999999999277,0.022999999999999687,0.023,True,1
1773,22.162499999999277,0.03999999999999915,0.04,True,1
1771,22.137499999999278,0.06800000000000139,0.068,True,1
1774,22.174999999999276,0.047999999999998266,0.048,True,1
1775,22.187499999999275,0.047999999999998266,0.048,True,1
1777,22.212499999999274,0.027000000000001023,0.027,True,1
1778,22.224999999999273,0.028999999999999915,0.029,True,1
1776,22.199999999999275,0.054999999999999716,0.055,True,1
1779,22.237499999999272,0.027000000000001023,0.027,True,1
1780,22.24999999999927,0.04899999999999949,0.049,True,1
1781,22.26249999999927,0.04299999999999926,0.043,True,1
1783,22.28749999999927,0.030999999999998806,0.031,True,1
1782,22.27499999999927,0.05000000000000071,0.05,True,1
1784,22.29999999999927,0.04200000000000159,0.042,True,1
1785,22.312499999999268,0.04200000000000159,0.042,True,1
1787,22.337499999999267,0.030000000000001137,0.03,True,1
1786,22.324999999999267,0.05099999999999838,0.051,True,1
1788,22.349999999999266,0.027999999999998693,0.028,True,1
1789,22.362499999999265,0.03999999999999915,0.04,True,1
1790,22.374999999999265,0.030000000000001137,0.03,True,1
1791,22.387499999999264,0.030000000000001137,0.03,True,1
1792,22.399999999999263,0.027999999999998693,0.028,True,1
1793,22.412499999999262,0.03300000000000125,0.033,True,1
1794,22.42499999999926,0.047999999999998266,0.048,True,1
1796,22.44999999999926,0.05000000000000071,0.05,True,1
1795,22.43749999999926,0.06800000000000139,0.068,True,1
1798,22.47499999999926,0.03200000000000003,0.032,True,1
1797,22.46249999999926,0.0470000000000006,0.047,True,1
1799,22.487499999999258,0.028999999999999915,0.029,True,1
1801,22.512499999999257,0.027999999999998693,0.028,True,1
1800,22.499999999999257,0.04299999999999926,0.043,True,1
1802,22.524999999999256,0.02400000000000091,0.024,True,1
1804,22.549999999999255,0.021999999999998465,0.022,True,1
1803,22.537499999999255,0.04299999999999926,0.043,True,1
1805,22.562499999999254,0.030999999999998806,0.031,True,1
1806,22.574999999999253,0.038000000000000256,0.038,True,1
1807,22.587499999999253,0.0259999999999998,0.026,True,1
1808,22.599999999999252,0.045000000000001705,0.045,True,1
1809,22.61249999999925,0.03999999999999915,0.04,True,1
1810,22.62499999999925,0.038000000000000256,0.038,True,1
1811,22.63749999999925,0.03500000000000014,0.035,True,1
1812,22.64999999999925,0.04100000000000037,0.041,True,1
1813,22.66249999999925,0.038000000000000256,0.038,True,1
1814,22.674999999999248,0.030000000000001137,0.03,True,1
1815,22.687499999999247,0.030000000000001137,0.03,True,1
1816,22.699999999999246,0.03200000000000003,0.032,True,1
1817,22.712499999999245,0.028999999999999915,0.029,True,1
1818,22.724999999999245,0.03900000000000148,0.039,True,1
1819,22.737499999999244,0.04899999999999949,0.049,True,1
1820,22.749999999999243,0.038000000000000256,0.038,True,1
1821,22.762499999999243,0.04400000000000048,0.044,True,1
1822,22.774999999999242,0.0470000000000006,0.047,True,1
1823,22.78749999999924,0.04100000000000037,0.041,True,1
1824,22.79999999999924,0.03200000000000003,0.032,True,1
1825,22.81249999999924,0.03900000000000148,0.039,True,1
1827,22.83749999999924,0.038000000000000256,0.038,True,1
1828,22.849999999999238,0.05000000000000071,0.05,True,1
1829,22.862499999999237,0.03999999999999915,0.04,True,1
1826,22.82499999999924,0.0799999999999983,0.08,True,1
1831,22.887499999999235,0.045000000000001705,0.045,True,1
1830,22.874999999999236,0.05799999999999983,0.058,True,1
1832,22.899999999999235,0.04200000000000159,0.042,True,1
1833,22.912499999999234,0.03300000000000125,0.033,True,1
1834,22.924999999999233,0.030000000000001137,0.03,True,1
1835,22.937499999999233,0.03300000000000125,0.033,True,1
1836,22.949999999999232,0.028999999999999915,0.029,True,1
1837,22.96249999999923,0.05000000000000071,0.05,True,1
1838,22.97499999999923,0.045000000000001705,0.045,True,1
1839,22.98749999999923,0.045999999999999375,0.046,True,1
1840,22.99999999999923,0.03399999999999892,0.034,True,1
1841,23.01249999999923,0.027999999999998693,0.028,True,1
1842,23.024999999999228,0.02400000000000091,0.024,True,1
1844,23.049999999999226,0.030000000000001137,0.03,True,1
1843,23.037499999999227,0.04899999999999949,0.049,True,1
1845,23.062499999999226,0.05699999999999861,0.057,True,1
1847,23.087499999999224,0.03999999999999915,0.04,True,1
1846,23.074999999999225,0.05999999999999872,0.06,True,1
1848,23.099999999999223,0.04299999999999926,0.043,True,1
1849,23.112499999999223,0.04100000000000037,0.041,True,1
1850,23.124999999999222,0.045999999999999375,0.046,True,1
1851,23.13749999999922,0.03900000000000148,0.039,True,1
1852,23.14999999999922,0.03399999999999892,0.034,True,1
1853,23.16249999999922,0.038000000000000256,0.038,True,1
1855,23.18749999999922,0.03300000000000125,0.033,True,1
1854,23.17499999999922,0.0470000000000006,0.047,True,1
1856,23.199999999999218,0.0259999999999998,0.026,True,1
1857,23.212499999999217,0.03300000000000125,0.033,True,1
1858,23.224999999999216,0.05099999999999838,0.051,True,1
1860,23.249999999999215,0.027999999999998693,0.028,True,1
1859,23.237499999999216,0.04200000000000159,0.042,True,1
1861,23.262499999999214,0.03500000000000014,0.035,True,1
1862,23.274999999999213,0.04400000000000048,0.044,True,1
1863,23.287499999999213,0.03999999999999915,0.04,True,1
1865,23.31249999999921,0.030999999999998806,0.031,True,1
1864,23.299999999999212,0.0470000000000006,0.047,True,1
1866,23.32499999999921,0.047999999999998266,0.048,True,1
1868,23.34999999999921,0.030999999999998806,0.031,True,1
1867,23.33749999999921,0.047999999999998266,0.048,True,1
1870,23.374999999999208,0.027999999999998693,0.028,True,1
1869,23.36249999999921,0.05600000000000094,0.056,True,1
1872,23.399999999999206,0.027999999999998693,0.028,True,1
1871,23.387499999999207,0.04299999999999926,0.043,True,1
1874,23.424999999999205,0.030000000000001137,0.03,True,1
1873,23.412499999999206,0.05000000000000071,0.05,True,1
1876,23.449999999999203,0.022999999999999687,0.023,True,1
1875,23.437499999999204,0.05000000000000071,0.05,True,1
1877,23.462499999999203,0.0259999999999998,0.026,True,1
1879,23.4874999999992,0.030999999999998806,0.031,True,1
1878,23.474999999999202,0.053999999999998494,0.054,True,1
1880,23.4999999999992,0.05099999999999838,0.051,True,1
1881,23.5124999999992,0.05000000000000071,0.05,True,1
1882,23.5249999999992,0.03999999999999915,0.04,True,1
1883,23.5374999999992,0.028999999999999915,0.029,True,1
1884,23.549999999999198,0.022999999999999687,0.023,True,1
1885,23.562499999999197,0.028999999999999915,0.029,True,1
1886,23.574999999999196,0.03200000000000003,0.032,True,1
1888,23.599999999999195,0.022999999999999687,0.023,True,1
1887,23.587499999999196,0.04100000000000037,0.041,True,1
1890,23.624999999999194,0.030000000000001137,0.03,True,1
1889,23.612499999999194,0.047999999999998266,0.048,True,1
1891,23.637499999999193,0.027999999999998693,0.028,True,1
1892,23.649999999999192,0.022999999999999687,0.023,True,1
1893,23.66249999999919,0.03399999999999892,0.034,True,1
1894,23.67499999999919,0.02400000000000091,0.024,True,1
1895,23.68749999999919,0.027999999999998693,0.028,True,1
1896,23.69999999999919,0.027999999999998693,0.028,True,1
1897,23.71249999999919,0.045000000000001705,0.045,True,1
1898,23.724999999999188,0.03900000000000148,0.039,True,1
1899,23.737499999999187,0.028999999999999915,0.029,True,1
1900,23.749999999999186,0.02499999999999858,0.025,True,1
1901,23.762499999999186,0.045999999999999375,0.046,True,1
1903,23.787499999999184,0.036999999999999034,0.037,True,1
1902,23.774999999999185,0.053999999999998494,0.054,True,1
1904,23.799999999999184,0.05000000000000071,0.05,True,1
1906,23.824999999999182,0.03300000000000125,0.033,True,1
1905,23.812499999999183,0.047999999999998266,0.048,True,1
1907,23.83749999999918,0.04899999999999949,0.049,True,1
1909,23.86249999999918,0.02499999999999858,0.025,True,1
1908,23.84999999999918,0.045999999999999375,0.046,True,1
1911,23.88749999999918,0.04299999999999926,0.043,True,1
1912,23.899999999999178,0.05000000000000071,0.05,True,1
1910,23.87499999999918,0.0779999999999994,0.078,True,1
1913,23.912499999999177,0.04100000000000037,0.041,True,1
1914,23.924999999999176,0.03999999999999915,0.04,True,1
1915,23.937499999999176,0.053000000000000824,0.053,True,1
1916,23.949999999999175,0.05000000000000071,0.05,True,1
1918,23.974999999999174,0.036999999999999034,0.037,True,1
1917,23.962499999999174,0.062000000000001165,0.062,True,1
1919,23.987499999999173,0.03900000000000148,0.039,True,1
1920,23.999999999999172,0.036000000000001364,0.036,True,1
1921,24.01249999999917,0.027000000000001023,0.027,True,1
1922,24.02499999999917,0.04299999999999926,0.043,True,1
1923,24.03749999999917,0.03200000000000003,0.032,True,1
1924,24.04999999999917,0.05799999999999983,0.058,True,1
1925,24.06249999999917,0.06299999999999883,0.063,True,1
1926,24.074999999999168,0.05099999999999838,0.051,True,1
1928,24.099999999999167,0.03300000000000125,0.033,True,1
1927,24.087499999999167,0.045999999999999375,0.046,True,1
1929,24.112499999999166,0.036000000000001364,0.036,True,1
1930,24.124999999999165,0.03300000000000125,0.033,True,1
1931,24.137499999999164,0.028999999999999915,0.029,True,1
1932,24.149999999999164,0.038000000000000256,0.038,True,1
1933,24.162499999999163,0.03300000000000125,0.033,True,1
1934,24.174999999999162,0.03200000000000003,0.032,True,1
1936,24.19999999999916,0.027999999999998693,0.028,True,1
1935,24.18749999999916,0.045999999999999375,0.046,True,1
1938,24.22499999999916,0.02499999999999858,0.025,True,1
1937,24.21249999999916,0.04899999999999949,0.049,True,1
1939,24.23749999999916,0.027999999999998693,0.028,True,1
1940,24.249999999999158,0.03399999999999892,0.034,True,1
1941,24.262499999999157,0.030999999999998806,0.031,True,1
1942,24.274999999999157,0.027999999999998693,0.028,True,1
1943,24.287499999999156,0.045000000000001705,0.045,True,1
1944,24.299999999999155,0.03300000000000125,0.033,True,1
1945,24.312499999999154,0.03999999999999915,0.04,True,1
1946,24.324999999999154,0.036999999999999034,0.037,True,1
1947,24.337499999999153,0.0470000000000006,0.047,True,1
1948,24.349999999999152,0.04400000000000048,0.044,True,1
1950,24.37499999999915,0.030000000000001137,0.03,True,1
1949,24.36249999999915,0.0470000000000006,0.047,True,1
1951,24.38749999999915,0.030999999999998806,0.031,True,1
1953,24.41249999999915,0.04100000000000037,0.041,True,1
1952,24.39999999999915,0.06099999999999994,0.061,True,1
1954,24.424999999999148,0.03900000000000148,0.039,True,1
1955,24.437499999999147,0.028999999999999915,0.029,True,1
1957,24.462499999999146,0.03200000000000003,0.032,True,1
1956,24.449999999999147,0.0470000000000006,0.047,True,1
1959,24.487499999999145,0.038000000000000256,0.038,True,1
1958,24.474999999999145,0.053000000000000824,0.053,True,1
1960,24.499999999999144,0.045000000000001705,0.045,True,1
1961,24.512499999999143,0.03500000000000014,0.035,True,1
1963,24.53749999999914,0.030000000000001137,0.03,True,1
1962,24.524999999999142,0.045000000000001705,0.045,True,1
1964,24.54999999999914,0.0470000000000006,0.047,True,1
1965,24.56249999999914,0.036999999999999034,0.037,True,1
1966,24.57499999999914,0.0259999999999998,0.026,True,1
1967,24.58749999999914,0.053999999999998494,0.054,True,1
1968,24.599999999999138,0.045000000000001705,0.045,True,1
1969,24.612499999999137,0.036999999999999034,0.037,True,1
1970,24.624999999999137,0.028999999999999915,0.029,True,1
1971,24.637499999999136,0.03500000000000014,0.035,True,1
1972,24.649999999999135,0.030000000000001137,0.03,True,1
1973,24.662499999999135,0.04200000000000159,0.042,True,1
1975,24.687499999999133,0.03999999999999915,0.04,True,1
1974,24.674999999999134,0.06099999999999994,0.061,True,1
1977,24.71249999999913,0.04200000000000159,0.042,True,1
1978,24.72499999999913,0.03399999999999892,0.034,True,1
1976,24.699999999999132,0.06700000000000017,0.067,True,1
1979,24.73749999999913,0.036000000000001364,0.036,True,1
1980,24.74999999999913,0.03300000000000125,0.033,True,1
1981,24.76249999999913,0.047999999999998266,0.048,True,1
1983,24.787499999999127,0.04200000000000159,0.042,True,1
1985,24.812499999999126,0.03500000000000014,0.035,True,1
1984,24.799999999999127,0.04899999999999949,0.049,True,1
1982,24.774999999999128,0.0779999999999994,0.078,True,1
1987,24.837499999999125,0.030000000000001137,0.03,True,1
1986,24.824999999999125,0.05000000000000071,0.05,True,1
1989,24.862499999999123,0.054999999999999716,0.055,True,1
1991,24.88749999999912,0.03200000000000003,0.032,True,1
1990,24.874999999999122,0.047999999999998266,0.048,True,1
1988,24.849999999999124,0.0779999999999994,0.078,True,1
1993,24.91249999999912,0.030000000000001137,0.03,True,1
1992,24.89999999999912,0.04299999999999926,0.043,True,1
1994,24.92499999999912,0.04100000000000037,0.041,True,1
1995,24.93749999999912,0.030000000000001137,0.03,True,1
1996,24.949999999999118,0.036999999999999034,0.037,True,1
1997,24.962499999999118,0.04299999999999926,0.043,True,1
1998,24.974999999999117,0.03500000000000014,0.035,True,1
1999,24.987499999999116,0.030000000000001137,0.03,True,1
2000,24.999999999999115,0.04899999999999949,0.049,True,1
2001,25.012499999999115,0.04400000000000048,0.044,True,1
2002,25.024999999999114,0.0470000000000006,0.047,True,1
2003,25.037499999999113,0.04899999999999949,0.049,True,1
2005,25.062499999999112,0.028999999999999915,0.029,True,1
2004,25.049999999999113,0.04200000000000159,0.042,True,1
2006,25.07499999999911,0.036999999999999034,0.037,True,1
2008,25.09999999999911,0.04200000000000159,0.042,True,1
2007,25.08749999999911,0.05799999999999983,0.058,True,1
2010,25.12499999999911,0.022999999999999687,0.023,True,1
2009,25.11249999999911,0.047999999999998266,0.048,True,1
2012,25.149999999999107,0.038000000000000256,0.038,True,1
2011,25.137499999999108,0.06800000000000139,0.068,True,1
2013,25.162499999999106,0.0470000000000006,0.047,True,1
2014,25.174999999999105,0.04200000000000159,0.042,True,1
2015,25.187499999999105,0.04100000000000037,0.041,True,1
2017,25.212499999999103,0.028999999999999915,0.029,True,1
2016,25.199999999999104,0.05099999999999838,0.051,True,1
2018,25.224999999999103,0.038000000000000256,0.038,True,1
2020,25.2499999999991,0.03900000000000148,0.039,True,1
2021,25.2624999999991,0.027000000000001023,0.027,True,1
2019,25.237499999999102,0.06899999999999906,0.069,True,1
2022,25.2749999999991,0.036000000000001364,0.036,True,1
2024,25.2999999999991,0.02400000000000091,0.024,True,1
2023,25.2874999999991,0.03900000000000148,0.039,True,1
2025,25.312499999999098,0.047999999999998266,0.048,True,1
2027,25.337499999999096,0.038000000000000256,0.038,True,1
2028,25.349999999999095,0.030999999999998806,0.031,True,1
2026,25.324999999999097,0.06800000000000139,0.068,True,1
2029,25.362499999999095,0.03900000000000148,0.039,True,1
2030,25.374999999999094,0.04100000000000037,0.041,True,1
2031,25.387499999999093,0.030000000000001137,0.03,True,1
2032,25.399999999999093,0.03300000000000125,0.033,True,1
2033,25.412499999999092,0.05600000000000094,0.056,True,1
2034,25.42499999999909,0.045999999999999375,0.046,True,1
2035,25.43749999999909,0.04200000000000159,0.042,True,1
2036,25.44999999999909,0.05600000000000094,0.056,True,1
2038,25.47499999999909,0.03500000000000014,0.035,True,1
2037,25.46249999999909,0.04899999999999949,0.049,True,1
2039,25.487499999999088,0.030999999999998806,0.031,True,1
2040,25.499999999999087,0.028999999999999915,0.029,True,1
2041,25.512499999999086,0.028999999999999915,0.029,True,1
2043,25.537499999999085,0.02400000000000091,0.024,True,1
2042,25.524999999999086,0.04299999999999926,0.043,True,1
2044,25.549999999999084,0.03900000000000148,0.039,True,1
2046,25.574999999999083,0.03200000000000003,0.032,True,1
2045,25.562499999999083,0.05099999999999838,0.051,True,1
2047,25.587499999999082,0.04100000000000037,0.041,True,1
2049,25.61249999999908,0.030000000000001137,0.03,True,1
2048,25.59999999999908,0.06299999999999883,0.063,True,1
2051,25.63749999999908,0.05000000000000071,0.05,True,1
2052,25.64999999999908,0.03999999999999915,0.04,True,1
2050,25.62499999999908,0.06599999999999895,0.066,True,1
2054,25.674999999999077,0.04400000000000048,0.044,True,1
2053,25.662499999999078,0.05799999999999983,0.058,True,1
2055,25.687499999999076,0.045999999999999375,0.046,True,1
2056,25.699999999999076,0.04400000000000048,0.044,True,1
2057,25.712499999999075,0.03300000000000125,0.033,True,1
2059,25.737499999999073,0.03200000000000003,0.032,True,1
2058,25.724999999999074,0.0470000000000006,0.047,True,1
2060,25.749999999999073,0.03300000000000125,0.033,True,1
2061,25.762499999999072,0.05000000000000071,0.05,True,1
2062,25.77499999999907,0.054999999999999716,0.055,True,1
2063,25.78749999999907,0.04899999999999949,0.049,True,1
2064,25.79999999999907,0.04299999999999926,0.043,True,1
2065,25.81249999999907,0.03999999999999915,0.04,True,1
2067,25.837499999999068,0.028999999999999915,0.029,True,1
2066,25.82499999999907,0.045000000000001705,0.045,True,1
2068,25.849999999999067,0.03500000000000014,0.035,True,1
2070,25.874999999999066,0.03300000000000125,0.033,True,1
2069,25.862499999999066,0.0470000000000006,0.047,True,1
2071,25.887499999999065,0.02400000000000091,0.024,True,1
2072,25.899999999999064,0.036999999999999034,0.037,True,1
2073,25.912499999999064,0.04899999999999949,0.049,True,1
2074,25.924999999999063,0.04299999999999926,0.043,True,1
2075,25.937499999999062,0.05600000000000094,0.056,True,1
2076,25.94999999999906,0.053000000000000824,0.053,True,1
2077,25.96249999999906,0.04100000000000037,0.041,True,1
2078,25.97499999999906,0.03500000000000014,0.035,True,1
2079,25.98749999999906,0.03200000000000003,0.032,True,1
2080,25.99999999999906,0.030999999999998806,0.031,True,1
2081,26.012499999999058,0.03900000000000148,0.039,True,1
2082,26.024999999999057,0.03200000000000003,0.032,True,1
2083,26.037499999999056,0.03399999999999892,0.034,True,1
2084,26.049999999999056,0.038000000000000256,0.038,True,1
2085,26.062499999999055,0.04100000000000037,0.041,True,1
2086,26.074999999999054,0.036999999999999034,0.037,True,1
2089,26.112499999999052,0.030000000000001137,0.03,True,1
2087,26.087499999999054,0.05799999999999983,0.058,True,1
2088,26.099999999999053,0.04899999999999949,0.049,True,1
2090,26.12499999999905,0.027999999999998693,0.028,True,1
2091,26.13749999999905,0.045000000000001705,0.045,True,1
2093,26.16249999999905,0.027000000000001023,0.027,True,1
2092,26.14999999999905,0.05000000000000071,0.05,True,1
2095,26.187499999999048,0.03200000000000003,0.032,True,1
2094,26.17499999999905,0.0519999999999996,0.052,True,1
2096,26.199999999999047,0.03200000000000003,0.032,True,1
2097,26.212499999999046,0.062000000000001165,0.062,True,1
2098,26.224999999999046,0.05099999999999838,0.051,True,1
2100,26.249999999999044,0.03399999999999892,0.034,True,1
2099,26.237499999999045,0.05000000000000071,0.05,True,1
2101,26.262499999999044,0.03900000000000148,0.039,True,1
2102,26.274999999999043,0.045000000000001705,0.045,True,1
2105,26.31249999999904,0.0259999999999998,0.026,True,1
