id,created_time,latency,service_time,done,times_forwarded
389,4.862500000000035,0.03000000000000025,0.03,True,1
390,4.8750000000000355,0.025000000000000355,0.025,True,1
392,4.900000000000036,0.022999999999999687,0.023,True,1
391,4.887500000000036,0.03699999999999992,0.037,True,1
393,4.912500000000036,0.030999999999999694,0.031,True,1
394,4.925000000000036,0.040000000000000036,0.04,True,1
395,4.937500000000036,0.03500000000000014,0.035,True,1
396,4.950000000000037,0.05799999999999983,0.058,True,1
397,4.962500000000037,0.051000000000000156,0.051,True,1
398,4.975000000000037,0.04300000000000015,0.043,True,1
399,4.987500000000037,0.03300000000000036,0.033,True,1
400,5.000000000000037,0.038000000000000256,0.038,True,1
401,5.0125000000000375,0.03500000000000014,0.035,True,1
402,5.025000000000038,0.038000000000000256,0.038,True,1
403,5.037500000000038,0.04600000000000026,0.046,True,1
404,5.050000000000038,0.0389999999999997,0.039,True,1
405,5.062500000000038,0.0389999999999997,0.039,True,1
406,5.075000000000038,0.040000000000000036,0.04,True,1
407,5.0875000000000385,0.04900000000000038,0.049,True,1
408,5.100000000000039,0.038000000000000256,0.038,True,1
409,5.112500000000039,0.041999999999999815,0.042,True,1
410,5.125000000000039,0.030999999999999694,0.031,True,1
412,5.150000000000039,0.040000000000000036,0.04,True,1
411,5.137500000000039,0.06099999999999994,0.061,True,1
414,5.17500000000004,0.041999999999999815,0.042,True,1
413,5.16250000000004,0.05799999999999983,0.058,True,1
416,5.20000000000004,0.03200000000000003,0.032,True,1
415,5.18750000000004,0.04699999999999971,0.047,True,1
417,5.21250000000004,0.04300000000000015,0.043,True,1
419,5.237500000000041,0.022999999999999687,0.023,True,1
418,5.2250000000000405,0.04499999999999993,0.045,True,1
420,5.250000000000041,0.041999999999999815,0.042,True,1
421,5.262500000000041,0.03300000000000036,0.033,True,1
422,5.275000000000041,0.027000000000000135,0.027,True,1
423,5.287500000000041,0.04499999999999993,0.045,True,1
425,5.312500000000042,0.03300000000000036,0.033,True,1
424,5.300000000000042,0.04900000000000038,0.049,True,1
428,5.350000000000042,0.022999999999999687,0.023,True,1
427,5.337500000000042,0.038000000000000256,0.038,True,1
426,5.325000000000042,0.052999999999999936,0.053,True,1
430,5.375000000000043,0.027000000000000135,0.027,True,1
431,5.387500000000043,0.022999999999999687,0.023,True,1
429,5.3625000000000425,0.05799999999999983,0.058,True,1
433,5.412500000000043,0.040000000000000036,0.04,True,1
434,5.425000000000043,0.02799999999999958,0.028,True,1
432,5.400000000000043,0.054999999999999716,0.055,True,1
435,5.4375000000000435,0.041999999999999815,0.042,True,1
436,5.450000000000044,0.03699999999999992,0.037,True,1
437,5.462500000000044,0.03300000000000036,0.033,True,1
439,5.487500000000044,0.022999999999999687,0.023,True,1
438,5.475000000000044,0.040000000000000036,0.04,True,1
440,5.500000000000044,0.03599999999999959,0.036,True,1
441,5.512500000000045,0.028999999999999915,0.029,True,1
442,5.525000000000045,0.03000000000000025,0.03,True,1
443,5.537500000000045,0.0389999999999997,0.039,True,1
444,5.550000000000045,0.027000000000000135,0.027,True,1
445,5.562500000000045,0.04999999999999982,0.05,True,1
446,5.5750000000000455,0.04499999999999993,0.045,True,1
448,5.600000000000046,0.03399999999999981,0.034,True,1
449,5.612500000000046,0.040000000000000036,0.04,True,1
450,5.625000000000046,0.038000000000000256,0.038,True,1
447,5.587500000000046,0.07800000000000029,0.078,True,1
451,5.637500000000046,0.04699999999999971,0.047,True,1
453,5.662500000000047,0.02799999999999958,0.028,True,1
452,5.6500000000000465,0.04800000000000004,0.048,True,1
454,5.675000000000047,0.04100000000000037,0.041,True,1
455,5.687500000000047,0.06599999999999984,0.066,True,1
456,5.700000000000047,0.05600000000000005,0.056,True,1
457,5.712500000000047,0.04999999999999982,0.05,True,1
458,5.725000000000048,0.04300000000000015,0.043,True,1
459,5.737500000000048,0.0389999999999997,0.039,True,1
460,5.750000000000048,0.0519999999999996,0.052,True,1
462,5.775000000000048,0.04499999999999993,0.045,True,1
463,5.7875000000000485,0.04100000000000037,0.041,True,1
461,5.762500000000048,0.06799999999999962,0.068,True,1
465,5.812500000000049,0.02799999999999958,0.028,True,1
464,5.800000000000049,0.043999999999999595,0.044,True,1
466,5.825000000000049,0.04300000000000015,0.043,True,1
467,5.837500000000049,0.03300000000000036,0.033,True,1
468,5.850000000000049,0.03699999999999992,0.037,True,1
469,5.86250000000005,0.03599999999999959,0.036,True,1
470,5.87500000000005,0.04800000000000004,0.048,True,1
471,5.88750000000005,0.043999999999999595,0.044,True,1
472,5.90000000000005,0.06599999999999984,0.066,True,1
473,5.91250000000005,0.05799999999999983,0.058,True,1
474,5.9250000000000504,0.04800000000000004,0.048,True,1
475,5.937500000000051,0.04800000000000004,0.048,True,1
476,5.950000000000051,0.038000000000000256,0.038,True,1
477,5.962500000000051,0.04800000000000004,0.048,True,1
478,5.975000000000051,0.051000000000000156,0.051,True,1
479,5.987500000000051,0.04499999999999993,0.045,True,1
480,6.0000000000000515,0.04300000000000015,0.043,True,1
481,6.012500000000052,0.04300000000000015,0.043,True,1
482,6.025000000000052,0.03399999999999981,0.034,True,1
485,6.062500000000052,0.02400000000000002,0.024,True,1
483,6.037500000000052,0.05400000000000027,0.054,True,1
484,6.050000000000052,0.04699999999999971,0.047,True,1
486,6.075000000000053,0.030999999999999694,0.031,True,1
487,6.087500000000053,0.03399999999999981,0.034,True,1
490,6.125000000000053,0.025000000000000355,0.025,True,1
489,6.112500000000053,0.052999999999999936,0.053,True,1
491,6.1375000000000535,0.030999999999999694,0.031,True,1
488,6.100000000000053,0.07099999999999973,0.071,True,1
492,6.150000000000054,0.03200000000000003,0.032,True,1
493,6.162500000000054,0.04800000000000004,0.048,True,1
495,6.187500000000054,0.02400000000000002,0.024,True,1
494,6.175000000000054,0.038000000000000256,0.038,True,1
496,6.200000000000054,0.03699999999999992,0.037,True,1
497,6.2125000000000545,0.038000000000000256,0.038,True,1
499,6.237500000000055,0.027000000000000135,0.027,True,1
498,6.225000000000055,0.051000000000000156,0.051,True,1
500,6.250000000000055,0.043999999999999595,0.044,True,1
501,6.262500000000055,0.04699999999999971,0.047,True,1
502,6.275000000000055,0.038000000000000256,0.038,True,1
503,6.287500000000056,0.02799999999999958,0.028,True,1
505,6.312500000000056,0.04600000000000026,0.046,True,1
507,6.337500000000056,0.027000000000000135,0.027,True,1
504,6.300000000000056,0.06599999999999984,0.066,True,1
506,6.325000000000056,0.04699999999999971,0.047,True,1
